SimFluoValues,Dose,Repression_Coefficient,Draw
0.525989428158597,1,LacIrep1,1
54.1031276816131,100000,LacIrep1,1
55.8585435622111,300000,LacIrep1,1
55.8625527601512,700000,LacIrep1,1
55.8625925636821,1000000,LacIrep1,1
55.8625944227837,1500000,LacIrep1,1
55.8625949945548,2000000,LacIrep1,1
55.8625951347299,3000000,LacIrep1,1
55.8625988799931,5000000,LacIrep1,1
55.8625988811948,10000000,LacIrep1,1
55.8625988812264,40000000,LacIrep1,1
55.8625988812263,200000000,LacIrep1,1
0.526829960969659,1,LacIrep1,2
57.8270788607854,100000,LacIrep1,2
57.8270797702917,300000,LacIrep1,2
57.8270797703359,700000,LacIrep1,2
57.8270797703359,1000000,LacIrep1,2
57.8270797703359,1500000,LacIrep1,2
57.8270797703359,2000000,LacIrep1,2
57.8270797703359,3000000,LacIrep1,2
57.8270797703359,5000000,LacIrep1,2
57.8270797703359,10000000,LacIrep1,2
57.8270797703359,40000000,LacIrep1,2
57.8270797703359,200000000,LacIrep1,2
0.521687718660983,1,LacIrep1,3
26.7112337081734,100000,LacIrep1,3
51.9050931902875,300000,LacIrep1,3
53.1608489408112,700000,LacIrep1,3
53.2248246543626,1000000,LacIrep1,3
53.2473583987387,1500000,LacIrep1,3
53.2526437626626,2000000,LacIrep1,3
53.2552787174374,3000000,LacIrep1,3
53.2561528464749,5000000,LacIrep1,3
53.2563117161758,10000000,LacIrep1,3
53.2563726415993,40000000,LacIrep1,3
53.2563730113133,200000000,LacIrep1,3
0.557886384306676,1,LacIrep1,4
65.2571394921998,100000,LacIrep1,4
65.2571895970266,300000,LacIrep1,4
65.2571903069847,700000,LacIrep1,4
65.2571906439331,1000000,LacIrep1,4
65.2571906500933,1500000,LacIrep1,4
65.2571906512289,2000000,LacIrep1,4
65.2571906518693,3000000,LacIrep1,4
65.2571906517954,5000000,LacIrep1,4
65.2571906518129,10000000,LacIrep1,4
65.2571906518143,40000000,LacIrep1,4
65.2571906518143,200000000,LacIrep1,4
0.598385381559695,1,LacIrep1,5
56.5326124804304,100000,LacIrep1,5
56.5326266521288,300000,LacIrep1,5
56.5326276517089,700000,LacIrep1,5
56.5326277447691,1000000,LacIrep1,5
56.5326277894582,1500000,LacIrep1,5
56.5326278036143,2000000,LacIrep1,5
56.532627812851,3000000,LacIrep1,5
56.5326278170499,5000000,LacIrep1,5
56.5326278185734,10000000,LacIrep1,5
56.5326278189563,40000000,LacIrep1,5
56.5326278189732,200000000,LacIrep1,5
0.527332329102863,1,LacIrep1,6
54.4858373390898,100000,LacIrep1,6
54.4857699081847,300000,LacIrep1,6
54.4858495211623,700000,LacIrep1,6
54.4858495462872,1000000,LacIrep1,6
54.4858495503305,1500000,LacIrep1,6
54.4857703142131,2000000,LacIrep1,6
54.4857703152463,3000000,LacIrep1,6
54.4857703155982,5000000,LacIrep1,6
54.4857703121376,10000000,LacIrep1,6
54.4857703156996,40000000,LacIrep1,6
54.4857703157001,200000000,LacIrep1,6
0.524663719215193,1,LacIrep1,7
47.6242960597474,100000,LacIrep1,7
47.6242986390946,300000,LacIrep1,7
47.6242986391609,700000,LacIrep1,7
47.6242986391625,1000000,LacIrep1,7
47.6242986391629,1500000,LacIrep1,7
47.624298639163,2000000,LacIrep1,7
47.624298639163,3000000,LacIrep1,7
47.624298639163,5000000,LacIrep1,7
47.624298639163,10000000,LacIrep1,7
47.624298639163,40000000,LacIrep1,7
47.624298639163,200000000,LacIrep1,7
0.557018590515839,1,LacIrep1,8
53.5005325925364,100000,LacIrep1,8
53.5005325925366,300000,LacIrep1,8
53.5005325925366,700000,LacIrep1,8
53.5005325925366,1000000,LacIrep1,8
53.5005325925366,1500000,LacIrep1,8
53.5005325925366,2000000,LacIrep1,8
53.5005325925366,3000000,LacIrep1,8
53.5005325925366,5000000,LacIrep1,8
53.5005325925366,10000000,LacIrep1,8
53.5005325925366,40000000,LacIrep1,8
53.5005325925366,200000000,LacIrep1,8
0.528136124623956,1,LacIrep1,9
