SimFluoValues,Dose,Repression_Coefficient,Draw
0.520608945293384,1,LacIrep3,1
0.520609138663319,100000,LacIrep3,1
0.52061295748334,300000,LacIrep3,1
0.520647960589773,700000,LacIrep3,1
0.520709576952363,1000000,LacIrep3,1
0.520904973932505,1500000,LacIrep3,1
0.521245277540576,2000000,LacIrep3,1
0.52247567550575,3000000,LacIrep3,1
0.527846121882501,5000000,LacIrep3,1
0.565980989234969,10000000,LacIrep3,1
2.25014231397237,40000000,LacIrep3,1
38.1628153847871,200000000,LacIrep3,1
0.520707506559003,1,LacIrep3,2
0.520707745514164,100000,LacIrep3,2
0.52071238915239,300000,LacIrep3,2
0.520754489821617,700000,LacIrep3,2
0.520828325456398,1000000,LacIrep3,2
0.521060345397759,1500000,LacIrep3,2
0.521461048439671,2000000,LacIrep3,2
0.522902597623935,3000000,LacIrep3,2
0.529129893569803,5000000,LacIrep3,2
0.572992313324896,10000000,LacIrep3,2
2.46733290509306,40000000,LacIrep3,2
42.3095634095742,200000000,LacIrep3,2
0.520767293246112,1,LacIrep3,3
0.52076740444396,100000,LacIrep3,3
0.520770277407913,300000,LacIrep3,3
0.520801507610068,700000,LacIrep3,3
0.520863013538031,1000000,LacIrep3,3
0.521076765778469,1500000,LacIrep3,3
0.521476811433841,2000000,LacIrep3,3
0.523051158861101,3000000,LacIrep3,3
0.530722539005238,5000000,LacIrep3,3
0.593981186886634,10000000,LacIrep3,3
4.25511266459874,40000000,LacIrep3,3
55.4993701463867,200000000,LacIrep3,3
0.520849722496483,1,LacIrep3,4
0.520849745321717,100000,LacIrep3,4
0.520850462409136,300000,LacIrep3,4
0.520858952484721,700000,LacIrep3,4
0.520876607154367,1000000,LacIrep3,4
0.520940306852658,1500000,LacIrep3,4
0.521063466653318,2000000,LacIrep3,4
0.521565290168548,3000000,LacIrep3,4
0.52413080771614,5000000,LacIrep3,4
0.546743421965018,10000000,LacIrep3,4
2.08456690242865,40000000,LacIrep3,4
46.9062320889003,200000000,LacIrep3,4
0.520693763117881,1,LacIrep3,5
0.520693992025401,100000,LacIrep3,5
0.520698723596978,300000,LacIrep3,5
0.520744014688045,700000,LacIrep3,5
0.520825960732567,1000000,LacIrep3,5
0.521090076276309,1500000,LacIrep3,5
0.521557330923813,2000000,LacIrep3,5
0.523276864003725,3000000,LacIrep3,5
0.530960862806895,5000000,LacIrep3,5
0.587356767199458,10000000,LacIrep3,5
3.20148533405106,40000000,LacIrep3,5
44.613516825075,200000000,LacIrep3,5
0.520786647044248,1,LacIrep3,6
0.520786700997859,100000,LacIrep3,6
0.520788182893424,300000,LacIrep3,6
0.520806037185397,700000,LacIrep3,6
0.520843504606373,1000000,LacIrep3,6
0.520974934225038,1500000,LacIrep3,6
0.521226102986454,2000000,LacIrep3,6
0.522239557437459,3000000,LacIrep3,6
0.527323964211639,5000000,LacIrep3,6
0.571009465088193,10000000,LacIrep3,6
3.34649514802327,40000000,LacIrep3,6
49.6995560365053,200000000,LacIrep3,6
0.520805933143227,1,LacIrep3,7
0.52080597854272,100000,LacIrep3,7
0.520807139690058,300000,LacIrep3,7
0.520820816518407,700000,LacIrep3,7
0.520847226119712,1000000,LacIrep3,7
0.52093934710098,1500000,LacIrep3,7
0.521112431570326,2000000,LacIrep3,7
0.521792589283738,3000000,LacIrep3,7
0.525121400152878,5000000,LacIrep3,7
0.552684344424933,10000000,LacIrep3,7
2.20658841756286,40000000,LacIrep3,7
44.6886966551044,200000000,LacIrep3,7
0.520915363870525,1,LacIrep3,8
0.520916125015059,100000,LacIrep3,8
0.520928429668078,300000,LacIrep3,8
0.521026573424428,700000,LacIrep3,8
0.521190578586836,1000000,LacIrep3,8
0.521679749478109,1500000,LacIrep3,8
0.522493106799339,2000000,LacIrep3,8
0.525288892053501,3000000,LacIrep3,8
0.536719132032415,5000000,LacIrep3,8
0.61099819133138,10000000,LacIrep3,8
3.32541660710948,40000000,LacIrep3,8
47.1318262462828,200000000,LacIrep3,8
0.520577054304477,1,LacIrep3,9
0.520577156029909,100000,LacIrep3,9
0.520579515011273,300000,LacIrep3,9
0.520605418933704,700000,LacIrep3,9
0.520655404071959,1000000,LacIrep3,9
0.520826708735458,1500000,LacIrep3,9
0.521143501386442,2000000,LacIrep3,9
0.522373692897952,3000000,LacIrep3,9
0.528262210271744,5000000,LacIrep3,9
0.57565423291444,10000000,LacIrep3,9
3.22012848949957,40000000,LacIrep3,9
46.3356920163283,200000000,LacIrep3,9
0.520699142524804,1,LacIrep3,10
0.520699264296522,100000,LacIrep3,10
0.520701991577016,300000,LacIrep3,10
0.520728255361057,700000,LacIrep3,10
0.520776475539972,1000000,LacIrep3,10
0.520933395654447,1500000,LacIrep3,10
0.521213017178073,2000000,LacIrep3,10
0.522252213151505,3000000,LacIrep3,10
0.526947783443218,5000000,LacIrep3,10
0.56200359071208,10000000,LacIrep3,10
2.27160664836364,40000000,LacIrep3,10
44.4719056066886,200000000,LacIrep3,10
0.520783840478252,1,LacIrep3,11
0.520783871289109,100000,LacIrep3,11
0.520784826583272,300000,LacIrep3,11
0.520797126554552,700000,LacIrep3,11
0.520823249252212,1000000,LacIrep3,11
0.520918022652403,1500000,LacIrep3,11
0.521104101990598,2000000,LacIrep3,11
0.521874523781371,3000000,LacIrep3,11
0.525883276965516,5000000,LacIrep3,11
0.56209984442657,10000000,LacIrep3,11
3.11601925158271,40000000,LacIrep3,11
52.245772928517,200000000,LacIrep3,11
0.520615438622397,1,LacIrep3,12
0.520616073085502,100000,LacIrep3,12
0.520626318354647,300000,LacIrep3,12
0.520708299805935,700000,LacIrep3,12
0.5208438098319,1000000,LacIrep3,12
0.521249114375697,1500000,LacIrep3,12
0.521923618643043,2000000,LacIrep3,12
0.524230696800737,3000000,LacIrep3,12
0.53366042307619,5000000,LacIrep3,12
0.594738839983423,10000000,LacIrep3,12
2.82670233375465,40000000,LacIrep3,12
40.9659130740534,200000000,LacIrep3,12
0.520693860852414,1,LacIrep3,13
0.520693996597303,100000,LacIrep3,13
0.520697035482674,300000,LacIrep3,13
0.520727452690892,700000,LacIrep3,13
0.520783812393578,1000000,LacIrep3,13
0.520972322374355,1500000,LacIrep3,13
0.521311449183473,2000000,LacIrep3,13
0.522592956719891,3000000,LacIrep3,13
0.528491101668063,5000000,LacIrep3,13
0.573737782859404,10000000,LacIrep3,13
2.86976120187027,40000000,LacIrep3,13
44.3861084639186,200000000,LacIrep3,13
0.520740915040549,1,LacIrep3,14
0.520741064459868,100000,LacIrep3,14
0.520744370512715,300000,LacIrep3,14
0.520776632379608,700000,LacIrep3,14
0.520835923264306,1000000,LacIrep3,14
0.521032208822444,1500000,LacIrep3,14
0.521383022836124,2000000,LacIrep3,14
0.52269855391961,3000000,LacIrep3,14
0.528700296790861,5000000,LacIrep3,14
0.574035134418959,10000000,LacIrep3,14
2.81968517272996,40000000,LacIrep3,14
45.4916460125553,200000000,LacIrep3,14
0.520810406247659,1,LacIrep3,15
0.520810549054337,100000,LacIrep3,15
0.520813805220391,300000,LacIrep3,15
0.520846183271388,700000,LacIrep3,15
0.520906116015101,1000000,LacIrep3,15
0.521106485514411,1500000,LacIrep3,15
0.521467740559924,2000000,LacIrep3,15
0.522830582847907,3000000,LacIrep3,15
0.52911051214111,5000000,LacIrep3,15
0.577172454603421,10000000,LacIrep3,15
3.01434553331408,40000000,LacIrep3,15
47.0446811844135,200000000,LacIrep3,15
0.52062535600363,1,LacIrep3,16
0.52062537847724,100000,LacIrep3,16
0.520626054370474,300000,LacIrep3,16
0.520633821719693,700000,LacIrep3,16
0.520649565186428,1000000,LacIrep3,16
0.520704553160556,1500000,LacIrep3,16
0.520811173271978,2000000,LacIrep3,16
0.521237465810678,3000000,LacIrep3,16
0.523372484678946,5000000,LacIrep3,16
0.541693094919436,10000000,LacIrep3,16
1.72606894648748,40000000,LacIrep3,16
39.6937547158373,200000000,LacIrep3,16
0.52071278498696,1,LacIrep3,17
0.5207130494978,100000,LacIrep3,17
0.520718415008164,300000,LacIrep3,17
0.52076934024114,700000,LacIrep3,17
0.520860757307459,1000000,LacIrep3,17
0.521155073338089,1500000,LacIrep3,17
0.521672581982975,2000000,LacIrep3,17
0.523570751269682,3000000,LacIrep3,17
0.532000600226982,5000000,LacIrep3,17
0.593378015260877,10000000,LacIrep3,17
3.39259319282107,40000000,LacIrep3,17
48.0227463915362,200000000,LacIrep3,17
0.520700851733565,1,LacIrep3,18
0.520700891558604,100000,LacIrep3,18
0.520701967228242,300000,LacIrep3,18
0.520715018965069,700000,LacIrep3,18
0.520742561182008,1000000,LacIrep3,18
0.520838945229415,1500000,LacIrep3,18
0.521023695160256,2000000,LacIrep3,18
0.521767966036402,3000000,LacIrep3,18
0.525508219902046,5000000,LacIrep3,18
0.557650074083244,10000000,LacIrep3,18
2.63297643092977,40000000,LacIrep3,18
46.1732092859462,200000000,LacIrep3,18
0.520732260369814,1,LacIrep3,19
0.520732330606516,100000,LacIrep3,19
0.520733890162606,300000,LacIrep3,19
0.520750041442341,700000,LacIrep3,19
0.520780913579306,1000000,LacIrep3,19
0.520882365405619,1500000,LacIrep3,19
0.521066070900026,2000000,LacIrep3,19
0.521760442659941,3000000,LacIrep3,19
0.524970388602368,5000000,LacIrep3,19
0.549666184163629,10000000,LacIrep3,19
1.83817704614995,40000000,LacIrep3,19
39.0389325768049,200000000,LacIrep3,19
0.520771592398165,1,LacIrep3,20
0.520772558754819,100000,LacIrep3,20
0.5207883185064,300000,LacIrep3,20
0.520917294982457,700000,LacIrep3,20
0.521131856542465,1000000,LacIrep3,20
0.521780043388798,1500000,LacIrep3,20
0.522861306275289,2000000,LacIrep3,20
0.526603818294517,3000000,LacIrep3,20
0.541989997105494,5000000,LacIrep3,20
0.643087191498586,10000000,LacIrep3,20
4.33230736299856,40000000,LacIrep3,20
48.4197507745957,200000000,LacIrep3,20
