SimFluoValues,Dose,Repression_Coefficient,Draw
0.533909821346939,1,LacIrep2,1
1.35840290079739,100000,LacIrep2,1
19.1494850811099,300000,LacIrep2,1
101.69879949995,700000,LacIrep2,1
139.08898047159,1000000,LacIrep2,1
162.558492563551,1500000,LacIrep2,1
169.68890379343,2000000,LacIrep2,1
173.866606290688,3000000,LacIrep2,1
175.383571311012,5000000,LacIrep2,1
175.784149840819,10000000,LacIrep2,1
175.847466751931,40000000,LacIrep2,1
175.848694962749,200000000,LacIrep2,1
0.538411857215756,1,LacIrep2,2
3.15325913980315,100000,LacIrep2,2
18.990863659098,300000,LacIrep2,2
62.3835464997413,700000,LacIrep2,2
89.6042629330714,1000000,LacIrep2,2
119.683642467812,1500000,LacIrep2,2
137.176674035581,2000000,LacIrep2,2
154.41859018287,3000000,LacIrep2,2
166.573478234714,5000000,LacIrep2,2
172.434655301522,10000000,LacIrep2,2
174.910309737267,40000000,LacIrep2,2
175.130196279575,200000000,LacIrep2,2
0.532400427487598,1,LacIrep2,3
0.575551895162282,100000,LacIrep2,3
3.68226743734145,300000,LacIrep2,3
54.7348588568662,700000,LacIrep2,3
109.709778134212,1000000,LacIrep2,3
153.087053585849,1500000,LacIrep2,3
164.967620118212,2000000,LacIrep2,3
170.419723269857,3000000,LacIrep2,3
171.792196791887,5000000,LacIrep2,3
172.018004574817,10000000,LacIrep2,3
172.03660642,40000000,LacIrep2,3
172.036715892723,200000000,LacIrep2,3
0.522422297753233,1,LacIrep2,4
1.79070551235526,100000,LacIrep2,4
31.2454678234838,300000,LacIrep2,4
141.689014882452,700000,LacIrep2,4
177.435162442256,1000000,LacIrep2,4
195.81047302455,1500000,LacIrep2,4
200.896296689456,2000000,LacIrep2,4
203.6340227792,3000000,LacIrep2,4
204.565967605477,5000000,LacIrep2,4
204.795281136467,10000000,LacIrep2,4
204.828331545289,40000000,LacIrep2,4
204.828875345531,200000000,LacIrep2,4
0.520861888910885,1,LacIrep2,5
0.520871968839331,100000,LacIrep2,5
0.535935401057411,300000,LacIrep2,5
4.2864477192438,700000,LacIrep2,5
32.7082477478836,1000000,LacIrep2,5
136.469851262033,1500000,LacIrep2,5
