SimFluoValues,Dose,Repression_Coefficient,Draw
0.520710217476509,1,LacIrep1,1
0.520710217476629,100,LacIrep1,1
0.520710217478786,1100,LacIrep1,1
0.520710217486112,2100,LacIrep1,1
0.520710217530105,3100,LacIrep1,1
0.520710219064414,4100,LacIrep1,1
0.52071599814171,5100,LacIrep1,1
0.520827511551114,6100,LacIrep1,1
0.521239195867471,7100,LacIrep1,1
0.522156367038727,8100,LacIrep1,1
0.523788131166307,9100,LacIrep1,1
0.526349460014942,10100,LacIrep1,1
0.530054033901236,11100,LacIrep1,1
0.535137801624661,12100,LacIrep1,1
0.54174938685969,13100,LacIrep1,1
0.550246394901873,14100,LacIrep1,1
0.56072113985423,15100,LacIrep1,1
0.573437186216798,16100,LacIrep1,1
0.588644646045643,17100,LacIrep1,1
0.606536306462101,18100,LacIrep1,1
0.627338992234481,19100,LacIrep1,1
0.651304123038423,20100,LacIrep1,1
0.678575702211587,21100,LacIrep1,1
0.709568306056757,22100,LacIrep1,1
0.744193460652142,23100,LacIrep1,1
0.782638846600765,24100,LacIrep1,1
0.825608253393931,25100,LacIrep1,1
0.873062445004837,26100,LacIrep1,1
0.925079318512722,27100,LacIrep1,1
0.981957401737602,28100,LacIrep1,1
1.04405607004396,29100,LacIrep1,1
1.11129725617636,30100,LacIrep1,1
1.18398836744876,31100,LacIrep1,1
1.26234473172977,32100,LacIrep1,1
1.34655178525587,33100,LacIrep1,1
1.43760694939187,34100,LacIrep1,1
1.53304517436097,35100,LacIrep1,1
1.63907451259286,36100,LacIrep1,1
1.74683054019712,37100,LacIrep1,1
1.86074825427206,38100,LacIrep1,1
1.98373579454183,39100,LacIrep1,1
2.11331277867952,40100,LacIrep1,1
2.25127268985704,41100,LacIrep1,1
2.39551868813791,42100,LacIrep1,1
2.54722023178662,43100,LacIrep1,1
2.70604591550585,44100,LacIrep1,1
2.87298826099231,45100,LacIrep1,1
3.04766219076374,46100,LacIrep1,1
3.23385264670293,47100,LacIrep1,1
3.42782517260213,48100,LacIrep1,1
3.61756108350479,49100,LacIrep1,1
3.82312417499128,50100,LacIrep1,1
4.03809645520475,51100,LacIrep1,1
