SimFluoValues,Dose,Repression_Coefficient,Draw
0.52074264439904,1,LacIrep1,1
19.863436441627,100000,LacIrep1,1
52.2564765119027,300000,LacIrep1,1
55.2517299148589,700000,LacIrep1,1
55.4295717107861,1000000,LacIrep1,1
55.5227836128739,1500000,LacIrep1,1
55.5391945490458,2000000,LacIrep1,1
55.5477865189668,3000000,LacIrep1,1
55.550567085474,5000000,LacIrep1,1
55.5512697379667,10000000,LacIrep1,1
55.5513716157759,40000000,LacIrep1,1
55.5513733148564,200000000,LacIrep1,1
0.520751917143985,1,LacIrep1,2
27.7326364894664,100000,LacIrep1,2
54.193170969635,300000,LacIrep1,2
55.900365708537,700000,LacIrep1,2
56.0230415301993,1000000,LacIrep1,2
56.0582092641266,1500000,LacIrep1,2
56.0668105228417,2000000,LacIrep1,2
56.0711680468225,3000000,LacIrep1,2
56.0725987896462,5000000,LacIrep1,2
56.0729417759679,10000000,LacIrep1,2
56.0729896995748,40000000,LacIrep1,2
56.0729160012687,200000000,LacIrep1,2
0.520685765165474,1,LacIrep1,3
25.8713433867723,100000,LacIrep1,3
52.536956322496,300000,LacIrep1,3
55.1208350406357,700000,LacIrep1,3
55.3062088889239,1000000,LacIrep1,3
55.3823054160906,1500000,LacIrep1,3
55.4029153451206,2000000,LacIrep1,3
55.4145345418939,3000000,LacIrep1,3
55.4189116450023,5000000,LacIrep1,3
55.4201912355623,10000000,LacIrep1,3
55.4204119853098,40000000,LacIrep1,3
55.4203820070579,200000000,LacIrep1,3
0.520845886097894,1,LacIrep1,4
28.7372942343738,100000,LacIrep1,4
60.478648232478,300000,LacIrep1,4
64.4027712585806,700000,LacIrep1,4
64.7299282266583,1000000,LacIrep1,4
64.8740897482188,1500000,LacIrep1,4
64.9158919805505,2000000,LacIrep1,4
64.9410185458396,3000000,LacIrep1,4
64.9512141305943,5000000,LacIrep1,4
64.9544381197931,10000000,LacIrep1,4
64.9551359973182,40000000,LacIrep1,4
64.9551564989048,200000000,LacIrep1,4
0.520866427433138,1,LacIrep1,5
20.8198318864456,100000,LacIrep1,5
55.975631018794,300000,LacIrep1,5
61.6571128083577,700000,LacIrep1,5
62.1443777741308,1000000,LacIrep1,5
62.3889066941335,1500000,LacIrep1,5
62.4514623614999,2000000,LacIrep1,5
62.4630414094342,3000000,LacIrep1,5
62.4783407740954,5000000,LacIrep1,5
62.4831371877114,10000000,LacIrep1,5
62.4841010939043,40000000,LacIrep1,5
62.4841311168334,200000000,LacIrep1,5
0.520585782150288,1,LacIrep1,6
21.2501899507789,100000,LacIrep1,6
53.0530195899552,300000,LacIrep1,6
55.8375950197585,700000,LacIrep1,6
56.0010997103428,1000000,LacIrep1,6
56.0613709991477,1500000,LacIrep1,6
56.0761464238333,2000000,LacIrep1,6
