SimFluoValues,Dose,Repression_Coefficient,Draw,dose
52.1678127063005,0,LacIrep1,40,700000
52.1881639909433,0,LacIrep1,40,1000000
52.1950341713893,0,LacIrep1,40,1500000
52.1965766395959,0,LacIrep1,40,2000000
52.197315093302,0,LacIrep1,40,3000000
52.197537502068,0,LacIrep1,40,5000000
52.1975853231165,0,LacIrep1,40,10000000
52.1975910719723,0,LacIrep1,40,40000000
52.1975911401726,0,LacIrep1,40,200000000
0.523404855860249,0,LacIrep1,41,1
57.9406828186604,0,LacIrep1,41,100000
57.9406828475202,0,LacIrep1,41,300000
57.940682847878,0,LacIrep1,41,700000
57.9406828478921,0,LacIrep1,41,1000000
57.9406828478914,0,LacIrep1,41,1500000
57.94068284789,0,LacIrep1,41,2000000
57.9406828478896,0,LacIrep1,41,3000000
57.9406828478971,0,LacIrep1,41,5000000
57.9406828478885,0,LacIrep1,41,10000000
57.9406828478885,0,LacIrep1,41,40000000
57.9406828478885,0,LacIrep1,41,200000000
0.550893948832914,0,LacIrep1,42,1
45.8247913788266,0,LacIrep1,42,100000
45.8266137392806,0,LacIrep1,42,300000
45.8266144944397,0,LacIrep1,42,700000
45.8266144967624,0,LacIrep1,42,1000000
45.8266144966777,0,LacIrep1,42,1500000
45.8266144970018,0,LacIrep1,42,2000000
45.8266144970042,0,LacIrep1,42,3000000
45.8266144970043,0,LacIrep1,42,5000000
45.8266144970044,0,LacIrep1,42,10000000
45.8266144970044,0,LacIrep1,42,40000000
45.8266144970044,0,LacIrep1,42,200000000
0.524120770137121,0,LacIrep1,43,1
51.2415523943027,0,LacIrep1,43,100000
51.241552396721,0,LacIrep1,43,300000
51.2415523967239,0,LacIrep1,43,700000
51.2415523967235,0,LacIrep1,43,1000000
51.2415523967235,0,LacIrep1,43,1500000
51.2415523967235,0,LacIrep1,43,2000000
51.2415523967235,0,LacIrep1,43,3000000
51.2415523967235,0,LacIrep1,43,5000000
51.2415523967235,0,LacIrep1,43,10000000
51.2415523967235,0,LacIrep1,43,40000000
51.2415523967235,0,LacIrep1,43,200000000
0.541251230492282,0,LacIrep1,44,1
63.3023637208576,0,LacIrep1,44,100000
63.3051734456232,0,LacIrep1,44,300000
63.305174174231,0,LacIrep1,44,700000
63.3051741755622,0,LacIrep1,44,1000000
63.3051741756631,0,LacIrep1,44,1500000
63.3051741756677,0,LacIrep1,44,2000000
63.3051741756689,0,LacIrep1,44,3000000
63.3051741756693,0,LacIrep1,44,5000000
63.3051741756693,0,LacIrep1,44,10000000
63.3051741756693,0,LacIrep1,44,40000000
63.3051741756693,0,LacIrep1,44,200000000
0.531819263293502,0,LacIrep1,45,1
57.6934567758024,0,LacIrep1,45,100000
57.6935572905993,0,LacIrep1,45,300000
57.693557393477,0,LacIrep1,45,700000
57.6935573940966,0,LacIrep1,45,1000000
57.693557394621,0,LacIrep1,45,1500000
57.693557394628,0,LacIrep1,45,2000000
57.6935573946294,0,LacIrep1,45,3000000
57.6935573946297,0,LacIrep1,45,5000000
57.6935573946296,0,LacIrep1,45,10000000
57.6935573946296,0,LacIrep1,45,40000000
57.6935573946296,0,LacIrep1,45,200000000
0.521486413117697,0,LacIrep1,46,1
48.5807747295029,0,LacIrep1,46,100000
49.1531139355568,0,LacIrep1,46,300000
49.1712563026556,0,LacIrep1,46,700000
49.1723693045749,0,LacIrep1,46,1000000
49.1728066479194,0,LacIrep1,46,1500000
49.1729577111433,0,LacIrep1,46,2000000
49.1729845293293,0,LacIrep1,46,3000000
49.1730075984432,0,LacIrep1,46,5000000
49.1730503611136,0,LacIrep1,46,10000000
49.1730150249717,0,LacIrep1,46,40000000
49.1730150490881,0,LacIrep1,46,200000000
0.521128974165335,0,LacIrep1,47,1
47.4099923501203,0,LacIrep1,47,100000
47.4131660962773,0,LacIrep1,47,300000
47.4132142170389,0,LacIrep1,47,700000
47.4132157817703,0,LacIrep1,47,1000000
47.4132162231186,0,LacIrep1,47,1500000
47.4132163057523,0,LacIrep1,47,2000000
47.4132163390377,0,LacIrep1,47,3000000
47.4132163477134,0,LacIrep1,47,5000000
47.4132163486039,0,LacIrep1,47,10000000
47.4132163491753,0,LacIrep1,47,40000000
47.413216349176,0,LacIrep1,47,200000000
0.520768860556799,0,LacIrep1,48,1
57.5496729368478,0,LacIrep1,48,100000
57.5498233298934,0,LacIrep1,48,300000
57.5498241369093,0,LacIrep1,48,700000
57.5498241541866,0,LacIrep1,48,1000000
57.5498241539476,0,LacIrep1,48,1500000
57.5498241543737,0,LacIrep1,48,2000000
57.5498241545069,0,LacIrep1,48,3000000
57.5498241545273,0,LacIrep1,48,5000000
57.5498241577258,0,LacIrep1,48,10000000
57.5498241577335,0,LacIrep1,48,40000000
57.5498241577335,0,LacIrep1,48,200000000
0.520775820368372,0,LacIrep1,49,1
50.4145452202949,0,LacIrep1,49,100000
50.4145452202949,0,LacIrep1,49,300000
50.4145452202949,0,LacIrep1,49,700000
50.4145452202949,0,LacIrep1,49,1000000
50.4145452202949,0,LacIrep1,49,1500000
50.4145452202949,0,LacIrep1,49,2000000
50.4145452202949,0,LacIrep1,49,3000000
50.4145452202949,0,LacIrep1,49,5000000
50.4145452202949,0,LacIrep1,49,10000000
50.4145452202949,0,LacIrep1,49,40000000
50.4145452202949,0,LacIrep1,49,200000000
0.523371171414046,0,LacIrep1,50,1
24.983320526823,0,LacIrep1,50,100000
44.3519364933901,0,LacIrep1,50,300000
47.3884342382765,0,LacIrep1,50,700000
47.7545265770757,0,LacIrep1,50,1000000
47.9304760080905,0,LacIrep1,50,1500000
47.9896258317857,0,LacIrep1,50,2000000
48.0302884309806,0,LacIrep1,50,3000000
48.0500676177233,0,LacIrep1,50,5000000
48.0578878860583,0,LacIrep1,50,10000000
48.0601122811164,0,LacIrep1,50,40000000
48.0602337260672,0,LacIrep1,50,200000000
0.531930798340765,0,LacIrep1,51,1
47.438642173791,0,LacIrep1,51,100000
47.524816374133,0,LacIrep1,51,300000
47.5275829869652,0,LacIrep1,51,700000
47.5277332962145,0,LacIrep1,51,1000000
47.5277726041915,0,LacIrep1,51,1500000
47.5278010701395,0,LacIrep1,51,2000000
47.5278077863201,0,LacIrep1,51,3000000
47.5278099853552,0,LacIrep1,51,5000000
47.5277952150527,0,LacIrep1,51,10000000
47.5278105836943,0,LacIrep1,51,40000000
47.527810584746,0,LacIrep1,51,200000000
0.522764248095488,0,LacIrep1,52,1
47.643681591544,0,LacIrep1,52,100000
47.6436821767484,0,LacIrep1,52,300000
47.6436821774192,0,LacIrep1,52,700000
47.643682177074,0,LacIrep1,52,1000000
47.6436821770741,0,LacIrep1,52,1500000
47.6436821770739,0,LacIrep1,52,2000000
47.6436821770739,0,LacIrep1,52,3000000
