SimFluoValues,Dose,Repression_Coefficient,Draw
0.520742645533141,1,LacIrep2,1
0.588694632318465,100000,LacIrep2,1
2.42014310938109,300000,LacIrep2,1
17.6613192835672,700000,LacIrep2,1
31.7112567689417,1000000,LacIrep2,1
45.2795229693676,1500000,LacIrep2,1
50.6668386655802,2000000,LacIrep2,1
53.9611573640591,3000000,LacIrep2,1
55.1891689593009,5000000,LacIrep2,1
55.4965603106818,10000000,LacIrep2,1
55.5412958424537,40000000,LacIrep2,1
55.5420428516837,200000000,LacIrep2,1
0.520751916291418,1,LacIrep2,2
0.720931720902126,100000,LacIrep2,2
5.93577501742197,300000,LacIrep2,2
33.0651858090543,700000,LacIrep2,2
45.2942036780031,1000000,LacIrep2,2
52.3945228892268,1500000,LacIrep2,2
54.4475177576809,2000000,LacIrep2,2
55.5587574082866,3000000,LacIrep2,2
55.9599228768229,5000000,LacIrep2,2
56.0507966370619,10000000,LacIrep2,2
56.0635313006815,40000000,LacIrep2,2
56.0637326166583,200000000,LacIrep2,2
0.520685802950255,1,LacIrep2,3
0.827262735173986,100000,LacIrep2,3
6.32574580803275,300000,LacIrep2,3
30.3666482541838,700000,LacIrep2,3
42.1471535084363,1000000,LacIrep2,3
50.1444367949054,1500000,LacIrep2,3
52.8665699706355,2000000,LacIrep2,3
54.5604879942957,3000000,LacIrep2,3
55.2290693408334,5000000,LacIrep2,3
55.3908754455779,10000000,LacIrep2,3
55.4246035160474,40000000,LacIrep2,3
55.4254112437446,200000000,LacIrep2,3
0.520845885476453,1,LacIrep2,4
1.04599776377348,100000,LacIrep2,4
8.4994233574306,300000,LacIrep2,4
35.9032606725104,700000,LacIrep2,4
48.8620293882587,1000000,LacIrep2,4
58.0450282637411,1500000,LacIrep2,4
61.4398502867343,2000000,LacIrep2,4
63.6393737250311,3000000,LacIrep2,4
64.6085290488679,5000000,LacIrep2,4
64.8965149503399,10000000,LacIrep2,4
64.9592443299553,40000000,LacIrep2,4
64.9611898638623,200000000,LacIrep2,4
0.520866427858666,1,LacIrep2,5
0.762455136817468,100000,LacIrep2,5
4.47170697298215,300000,LacIrep2,5
23.5444319434971,700000,LacIrep2,5
37.3092348579358,1000000,LacIrep2,5
50.2904586037339,1500000,LacIrep2,5
55.9531681436841,2000000,LacIrep2,5
59.9614106943905,3000000,LacIrep2,5
61.7850237971465,5000000,LacIrep2,5
62.3750858793699,10000000,LacIrep2,5
62.4964739687436,40000000,LacIrep2,5
62.5002082141611,200000000,LacIrep2,5
0.520585781689475,1,LacIrep2,6
0.64624107236836,100000,LacIrep2,6
3.95462994991437,300000,LacIrep2,6
25.9719436339011,700000,LacIrep2,6
40.0526735998218,1000000,LacIrep2,6
50.0994088019473,1500000,LacIrep2,6
53.4308422904697,2000000,LacIrep2,6
55.2779685204072,3000000,LacIrep2,6
55.9220627536689,5000000,LacIrep2,6
56.0801358526627,10000000,LacIrep2,6
56.1028910698083,40000000,LacIrep2,6
56.1035857582538,200000000,LacIrep2,6
0.520666013994532,1,LacIrep2,7
0.762783409497162,100000,LacIrep2,7
7.1607056956618,300000,LacIrep2,7
38.3547417630138,700000,LacIrep2,7
51.0540452181083,1000000,LacIrep2,7
58.0485392611477,1500000,LacIrep2,7
60.0701268397272,2000000,LacIrep2,7
61.0899778661395,3000000,LacIrep2,7
61.433451542122,5000000,LacIrep2,7
61.515741679853,10000000,LacIrep2,7
61.5270674018629,40000000,LacIrep2,7
61.5272382941962,200000000,LacIrep2,7
0.520699537101958,1,LacIrep2,8
0.661938186268184,100000,LacIrep2,8
4.19936443580425,300000,LacIrep2,8
26.4839120078521,700000,LacIrep2,8
40.3169338804616,1000000,LacIrep2,8
50.2055616680277,1500000,LacIrep2,8
53.4836721140278,2000000,LacIrep2,8
55.3930585032854,3000000,LacIrep2,8
56.0495678765328,5000000,LacIrep2,8
56.2198033039551,10000000,LacIrep2,8
56.2450920698262,40000000,LacIrep2,8
56.2455301026641,200000000,LacIrep2,8
0.520628196959609,1,LacIrep2,9
0.597800525547803,100000,LacIrep2,9
2.862290622873,300000,LacIrep2,9
21.6870934506553,700000,LacIrep2,9
37.2592604766643,1000000,LacIrep2,9
50.4199857092369,1500000,LacIrep2,9
55.0797808643166,2000000,LacIrep2,9
57.7998864380999,3000000,LacIrep2,9
58.7214046115874,5000000,LacIrep2,9
58.9406988978617,10000000,LacIrep2,9
58.9706854732159,40000000,LacIrep2,9
58.9711291049241,200000000,LacIrep2,9
0.52071395941752,1,LacIrep2,10
0.733539565210659,100000,LacIrep2,10
5.14355791036628,300000,LacIrep2,10
29.8432667776855,700000,LacIrep2,10
45.1832815812221,1000000,LacIrep2,10
56.80839481675,1500000,LacIrep2,10
60.9220282442412,2000000,LacIrep2,10
63.4911421091837,3000000,LacIrep2,10
64.458689421269,5000000,LacIrep2,10
64.7250006753598,10000000,LacIrep2,10
64.7700061066055,40000000,LacIrep2,10
64.7709609790939,200000000,LacIrep2,10
0.52065136270748,1,LacIrep2,11
0.789849808568678,100000,LacIrep2,11
6.37532113646634,300000,LacIrep2,11
33.2821983768361,700000,LacIrep2,11
46.5881022593165,1000000,LacIrep2,11
55.2478151571875,1500000,LacIrep2,11
58.1116858653267,2000000,LacIrep2,11
59.7411374015364,3000000,LacIrep2,11
60.3481163361048,5000000,LacIrep2,11
60.5114245594001,10000000,LacIrep2,11
60.5380377916173,40000000,LacIrep2,11
60.5382218843217,200000000,LacIrep2,11
0.520740179509133,1,LacIrep2,12
0.685693961540947,100000,LacIrep2,12
4.52682579806461,300000,LacIrep2,12
26.8719026556892,700000,LacIrep2,12
40.118676203358,1000000,LacIrep2,12
49.5351488030246,1500000,LacIrep2,12
52.6562981510174,2000000,LacIrep2,12
54.5120169452827,3000000,LacIrep2,12
55.1988113994838,5000000,LacIrep2,12
55.3754811687427,10000000,LacIrep2,12
55.4030818758528,40000000,LacIrep2,12
55.4036030106097,200000000,LacIrep2,12
0.520720245967872,1,LacIrep2,13
0.706395321891183,100000,LacIrep2,13
5.90902997445193,300000,LacIrep2,13
35.1111891630283,700000,LacIrep2,13
48.9363786568242,1000000,LacIrep2,13
56.9987533874091,1500000,LacIrep2,13
59.3102728621155,2000000,LacIrep2,13
60.5591223582724,3000000,LacIrep2,13
60.9726483492832,5000000,LacIrep2,13
61.0702126898473,10000000,LacIrep2,13
61.0834995901299,40000000,LacIrep2,13
61.0836940850921,200000000,LacIrep2,13
0.520581915430261,1,LacIrep2,14
0.596870214657438,100000,LacIrep2,14
2.76752105100942,300000,LacIrep2,14
20.3981982512671,700000,LacIrep2,14
34.981554857688,1000000,LacIrep2,14
47.4866129788684,1500000,LacIrep2,14
51.9933910334366,2000000,LacIrep2,14
54.6642986175587,3000000,LacIrep2,14
55.5863737707833,5000000,LacIrep2,14
55.8098171201919,10000000,LacIrep2,14
55.8412099536784,40000000,LacIrep2,14
55.8414058140153,200000000,LacIrep2,14
